order_id,Timestamp,Order_details,Amount_ordered,Price
8171,2016-05-17 00:00:00,['spinach_supr_s'],1,12.5
8172,2016-05-17 00:00:00,['spinach_supr_s'],1,12.5
8173,2016-05-17 00:00:00,"['classic_dlx_m', 'green_garden_s', 'veggie_veg_l']",3,48.25
8174,2016-05-17 13:11:38,['veggie_veg_l'],1,20.25
8175,2016-05-17 13:11:38,['pep_msh_pep_l'],1,17.5
8176,2016-05-17 13:11:38,"['cali_ckn_s', 'spinach_fet_m']",2,28.75
8177,2016-05-17 13:11:38,['spin_pesto_l'],1,20.75
8178,2016-05-17 13:50:45,"['ital_supr_l', 'ital_supr_l', 'prsc_argla_l', 'spicy_ital_s']",4,74.75
8179,2016-05-17 13:50:45,"['big_meat_s', 'hawaiian_s', 'sicilian_m', 'the_greek_s']",4,50.75
8180,2016-05-17 13:50:45,['peppr_salami_m'],1,16.5
8181,2016-05-17 00:00:00,"['bbq_ckn_m', 'bbq_ckn_m', 'cali_ckn_l', 'classic_dlx_l', 'classic_dlx_m', 'classic_dlx_m', 'classic_dlx_s', 'classic_dlx_s', 'ital_supr_l', 'ital_supr_l', 'mexicana_l', 'pepperoni_l', 'prsc_argla_m', 'sicilian_m', 'spicy_ital_l', 'spicy_ital_s']",16,273.75
8182,2016-05-17 14:59:04,"['five_cheese_l', 'mexicana_m']",2,34.5
8183,2016-05-17 15:07:33,"['big_meat_s', 'ital_supr_m']",2,28.5
8184,2016-05-17 15:07:33,['cali_ckn_l'],1,20.75
8185,2016-05-17 00:00:00,['thai_ckn_l'],1,20.75
8186,2016-05-17 00:00:00,"['bbq_ckn_s', 'soppressata_l']",2,33.5
8187,2016-05-17 00:00:00,"['hawaiian_l', 'pep_msh_pep_s']",2,27.5
8188,2016-05-17 00:00:00,['ital_supr_m'],1,16.5
8189,2016-05-17 00:00:00,['five_cheese_l'],1,18.5
8190,2016-05-17 00:00:00,['big_meat_s'],1,12.0
8191,2016-05-17 16:22:35,['big_meat_s'],1,12.0
8192,2016-05-17 00:00:00,"['ital_supr_m', 'sicilian_s', 'veggie_veg_l']",3,49.0
8193,2016-05-17 00:00:00,['thai_ckn_l'],1,20.75
8194,2016-05-17 00:00:00,"['brie_carre_s', 'prsc_argla_s', 'prsc_argla_s']",3,48.65
8195,2016-05-17 00:00:00,"['classic_dlx_m', 'classic_dlx_m']",2,32.0
8196,2016-05-17 00:00:00,"['bbq_ckn_m', 'green_garden_s']",2,28.75
8197,2016-05-17 18:01:10,['ital_veggie_s'],1,12.75
8198,2016-05-17 18:01:10,"['calabrese_l', 'pepperoni_m', 'pepperoni_s']",3,42.5
8199,2016-05-17 18:24:36,['brie_carre_s'],1,23.65
8200,2016-05-17 18:24:36,"['peppr_salami_l', 'prsc_argla_m']",2,37.25
8201,2016-05-17 18:24:36,"['prsc_argla_m', 'veggie_veg_m']",2,32.5
8202,2016-05-17 18:24:36,"['sicilian_m', 'southw_ckn_l', 'spicy_ital_l']",3,57.75
8203,2016-05-17 18:24:36,"['four_cheese_l', 'pep_msh_pep_l']",2,35.45
8204,2016-05-17 18:24:36,"['four_cheese_m', 'southw_ckn_m', 'spicy_ital_s', 'spinach_fet_m']",4,60.0
8205,2016-05-17 00:00:00,"['spinach_fet_m', 'veggie_veg_m']",2,32.0
8206,2016-05-17 00:00:00,"['five_cheese_l', 'napolitana_m', 'spicy_ital_l']",3,55.25
8207,2016-05-17 19:58:18,"['bbq_ckn_s', 'ckn_pesto_l']",2,33.5
8208,2016-05-17 19:58:18,"['ckn_pesto_l', 'spicy_ital_m']",2,37.25
8209,2016-05-17 19:58:18,"['five_cheese_l', 'pep_msh_pep_m']",2,33.0
8210,2016-05-17 19:58:18,"['big_meat_s', 'ckn_pesto_l']",2,32.75
8211,2016-05-17 19:58:18,"['ital_cpcllo_s', 'pepperoni_m']",2,24.5
8212,2016-05-17 19:58:18,['soppressata_m'],1,16.5
8213,2016-05-17 19:58:18,"['classic_dlx_m', 'ital_supr_l', 'napolitana_l', 'southw_ckn_l']",4,78.0
8214,2016-05-17 19:58:18,"['green_garden_m', 'spicy_ital_m']",2,32.5
8215,2016-05-17 19:58:18,['hawaiian_s'],1,10.5
8216,2016-05-17 19:58:18,"['cali_ckn_m', 'ckn_alfredo_l', 'classic_dlx_m', 'spinach_fet_s']",4,65.5
8217,2016-05-17 19:58:18,"['ckn_pesto_l', 'ital_supr_m']",2,37.25
8218,2016-05-17 22:11:56,"['pepperoni_s', 'pepperoni_s']",2,19.5
8219,2016-05-18 11:16:00,"['big_meat_s', 'calabrese_m', 'calabrese_m', 'thai_ckn_m']",4,61.25
8220,2016-05-18 11:16:00,['thai_ckn_m'],1,16.75
8221,2016-05-18 11:16:00,['southw_ckn_m'],1,16.75
8222,2016-05-18 11:32:00,"['four_cheese_l', 'spin_pesto_m']",2,34.45
8223,2016-05-18 11:43:01,"['bbq_ckn_m', 'bbq_ckn_m', 'four_cheese_l']",3,51.45
8224,2016-05-18 11:43:01,['classic_dlx_l'],1,20.5
8225,2016-05-18 11:43:01,"['ital_cpcllo_l', 'mexicana_l']",2,40.75
8226,2016-05-18 12:05:59,"['mexicana_l', 'mexicana_l', 'pepperoni_s', 'spicy_ital_l', 'thai_ckn_l', 'thai_ckn_s']",6,104.5
8227,2016-05-18 12:05:59,"['big_meat_s', 'big_meat_s', 'thai_ckn_s']",3,36.75
8228,2016-05-18 12:05:59,['calabrese_m'],1,16.25
8229,2016-05-18 12:05:59,['thai_ckn_m'],1,16.75
8230,2016-05-18 12:05:59,"['napolitana_s', 'thai_ckn_l']",2,32.75
8231,2016-05-18 00:00:00,['mediterraneo_m'],1,16.0
8232,2016-05-18 12:42:51,['mediterraneo_m'],1,16.0
8233,2016-05-18 12:42:51,['spinach_fet_l'],1,20.25
8234,2016-05-18 12:42:51,['sicilian_s'],1,12.25
8235,2016-05-18 12:42:51,['ital_cpcllo_l'],1,20.5
8236,2016-05-18 13:57:04,['ital_supr_l'],1,20.75
8237,2016-05-18 00:00:00,"['bbq_ckn_s', 'four_cheese_l', 'peppr_salami_l', 'spicy_ital_l', 'spicy_ital_l']",5,92.95
8238,2016-05-18 14:29:52,"['spicy_ital_l', 'thai_ckn_s']",2,33.5
8239,2016-05-18 14:29:52,"['thai_ckn_s', 'spinach_supr_l']",2,33.5
8240,2016-05-18 14:29:52,"['classic_dlx_m', 'napolitana_s', 'peppr_salami_m']",3,44.5
8241,2016-05-18 14:29:52,"['peppr_salami_m', 'thai_ckn_l']",2,37.25
8242,2016-05-18 15:30:57,"['thai_ckn_l', 'napolitana_m', 'napolitana_m']",3,52.75
8243,2016-05-18 15:30:57,"['napolitana_m', 'southw_ckn_l', 'spinach_fet_m']",3,52.75
8244,2016-05-18 15:41:55,['spinach_fet_m'],1,16.0
8245,2016-05-18 15:41:55,['sicilian_s'],1,12.25
8246,2016-05-18 15:41:55,"['pepperoni_l', 'spinach_fet_m']",2,31.25
8247,2016-05-18 16:32:36,"['bbq_ckn_l', 'big_meat_s', 'hawaiian_m', 'spinach_supr_l']",4,66.75
8248,2016-05-18 16:33:42,"['spinach_supr_l', 'five_cheese_l', 'ital_cpcllo_m']",3,55.25
8249,2016-05-18 16:41:10,"['bbq_ckn_l', 'pepperoni_s', 'southw_ckn_l', 'southw_ckn_l']",4,72.0
8250,2016-05-18 16:41:10,"['hawaiian_s', 'spin_pesto_l']",2,31.25
8251,2016-05-18 16:41:10,"['spin_pesto_l', 'mediterraneo_l', 'sicilian_m', 'veggie_veg_s']",4,69.25
8252,2016-05-18 16:41:10,"['thai_ckn_s', 'the_greek_xl']",2,38.25
8253,2016-05-18 17:24:40,"['classic_dlx_m', 'green_garden_s', 'thai_ckn_l']",3,48.75
8254,2016-05-18 17:24:40,"['pepperoni_s', 'veggie_veg_l']",2,30.0
8255,2016-05-18 17:24:40,"['classic_dlx_l', 'spinach_supr_s']",2,33.0
8256,2016-05-18 17:46:10,"['the_greek_s', 'veggie_veg_m']",2,28.0
8257,2016-05-18 17:46:10,['classic_dlx_l'],1,20.5
8258,2016-05-18 17:46:10,['bbq_ckn_l'],1,20.75
8259,2016-05-18 17:46:10,"['pep_msh_pep_s', 'pepperoni_m', 'peppr_salami_l', 'sicilian_l']",4,64.5
8260,2016-05-18 17:46:10,"['five_cheese_l', 'napolitana_l']",2,39.0
8261,2016-05-18 00:00:00,"['big_meat_s', 'four_cheese_l', 'four_cheese_l', 'veggie_veg_s']",4,59.9
8262,2016-05-18 18:55:49,"['cali_ckn_s', 'classic_dlx_m', 'sicilian_l']",3,49.0
8263,2016-05-18 18:55:49,"['prsc_argla_l', 'sicilian_m', 'thai_ckn_s']",3,49.75
8264,2016-05-18 19:35:01,"['ckn_pesto_l', 'spin_pesto_s']",2,33.25
8265,2016-05-18 19:35:01,"['green_garden_s', 'napolitana_m']",2,28.0
8266,2016-05-18 19:35:01,"['ckn_alfredo_s', 'classic_dlx_s', 'four_cheese_l']",3,42.7
8267,2016-05-18 19:35:01,"['ital_supr_m', 'mexicana_s', 'pepperoni_s', 'spinach_supr_l']",4,59.0
8268,2016-05-18 19:35:01,"['five_cheese_l', 'southw_ckn_s']",2,31.25
8269,2016-05-18 19:35:01,"['southw_ckn_s', 'hawaiian_s', 'pep_msh_pep_m', 'southw_ckn_m']",4,54.5
8270,2016-05-18 00:00:00,"['cali_ckn_l', 'cali_ckn_m', 'cali_ckn_m', 'spinach_fet_l']",4,74.5
8271,2016-05-18 00:00:00,"['napolitana_s', 'pep_msh_pep_s']",2,23.0
8272,2016-05-18 00:00:00,['sicilian_l'],1,20.25
8273,2016-05-18 00:00:00,"['four_cheese_l', 'spicy_ital_l', 'the_greek_m', 'veggie_veg_m']",4,70.7
8274,2016-05-18 00:00:00,"['five_cheese_l', 'ital_supr_m']",2,35.0
8275,2016-05-18 22:29:59,['big_meat_s'],1,12.0
8276,2016-05-19 22:29:59,"['calabrese_s', 'four_cheese_m']",2,27.0
8277,2016-05-19 22:29:59,"['big_meat_s', 'classic_dlx_m', 'classic_dlx_m', 'classic_dlx_m']",4,60.0
8278,2016-05-19 11:37:21,"['bbq_ckn_l', 'ital_cpcllo_m', 'prsc_argla_m', 'spin_pesto_s']",4,65.75
8279,2016-05-19 11:37:21,"['cali_ckn_l', 'prsc_argla_l', 'thai_ckn_s']",3,54.25
8280,2016-05-19 11:57:39,"['bbq_ckn_l', 'bbq_ckn_l', 'ital_supr_m', 'spicy_ital_l']",4,78.75
8281,2016-05-19 11:57:39,"['spicy_ital_l', 'big_meat_s', 'brie_carre_s', 'calabrese_m', 'ckn_alfredo_m', 'classic_dlx_l', 'classic_dlx_l', 'hawaiian_l', 'ital_supr_m', 'ital_supr_m', 'southw_ckn_l', 'veggie_veg_l', 'veggie_veg_s']",13,232.9
8282,2016-05-19 12:17:35,['spinach_supr_s'],1,12.5
8283,2016-05-19 00:00:00,"['prsc_argla_l', 'the_greek_s', 'veggie_veg_m']",3,48.75
8284,2016-05-19 00:00:00,"['big_meat_s', 'big_meat_s', 'pepperoni_m', 'pepperoni_m']",4,49.0
8285,2016-05-19 12:39:10,['five_cheese_l'],1,18.5
8286,2016-05-19 12:42:46,"['big_meat_s', 'big_meat_s', 'big_meat_s', 'big_meat_s', 'ckn_pesto_l', 'ckn_pesto_l', 'ital_cpcllo_l', 'mediterraneo_m', 'napolitana_s', 'prsc_argla_s', 'southw_ckn_l', 'spin_pesto_l', 'spinach_fet_l', 'thai_ckn_l']",14,233.0
8287,2016-05-19 12:42:46,['green_garden_s'],1,12.0
8288,2016-05-19 12:58:19,['big_meat_s'],1,12.0
8289,2016-05-19 12:58:19,"['four_cheese_m', 'hawaiian_l', 'ital_supr_l']",3,52.0
8290,2016-05-19 12:58:19,"['cali_ckn_m', 'hawaiian_l', 'mexicana_l', 'spicy_ital_l']",4,74.25
8291,2016-05-19 13:24:30,"['classic_dlx_l', 'five_cheese_l']",2,39.0
8292,2016-05-19 13:34:43,"['five_cheese_l', 'five_cheese_l', 'mexicana_l']",3,57.25
8293,2016-05-19 13:34:43,"['cali_ckn_l', 'mediterraneo_m']",2,36.75
8294,2016-05-19 13:34:43,['classic_dlx_l'],1,20.5
8295,2016-05-19 13:34:43,['four_cheese_m'],1,14.75
8296,2016-05-19 13:34:43,['four_cheese_m'],1,14.75
8297,2016-05-19 15:19:26,['ckn_alfredo_m'],1,16.75
8298,2016-05-19 15:19:26,['cali_ckn_l'],1,20.75
8299,2016-05-19 15:19:26,"['bbq_ckn_m', 'ckn_pesto_l']",2,37.5
8300,2016-05-19 15:19:26,['spicy_ital_l'],1,20.75
8301,2016-05-19 16:19:54,['southw_ckn_m'],1,16.75
8302,2016-05-19 16:36:42,"['cali_ckn_s', 'pepperoni_m']",2,25.25
8303,2016-05-19 00:00:00,"['cali_ckn_l', 'cali_ckn_l', 'pepperoni_m', 'soppressata_l']",4,74.75
8304,2016-05-19 17:10:51,['soppressata_l'],1,20.75
8305,2016-05-19 17:10:51,"['bbq_ckn_l', 'napolitana_s']",2,32.75
8306,2016-05-19 17:10:51,"['classic_dlx_s', 'napolitana_m']",2,28.0
8307,2016-05-19 17:10:51,"['ckn_alfredo_s', 'sicilian_s']",2,25.0
8308,2016-05-19 18:05:54,['cali_ckn_s'],1,12.75
8309,2016-05-19 18:05:54,"['spicy_ital_l', 'veggie_veg_l']",2,41.0
8310,2016-05-19 18:05:54,"['big_meat_s', 'ital_supr_l', 'soppressata_s', 'the_greek_xl']",4,70.75
8311,2016-05-19 00:00:00,"['pep_msh_pep_m', 'spinach_fet_m']",2,30.5
8312,2016-05-19 00:00:00,"['big_meat_s', 'cali_ckn_l', 'ital_veggie_s']",3,45.5
8313,2016-05-19 00:00:00,"['ital_supr_m', 'pep_msh_pep_s', 'pepperoni_l', 'spinach_fet_s']",4,54.75
8314,2016-05-19 00:00:00,"['prsc_argla_s', 'the_greek_xl']",2,38.0
8315,2016-05-19 00:00:00,['ital_supr_l'],1,20.75
8316,2016-05-19 19:17:28,['veggie_veg_l'],1,20.25
8317,2016-05-19 19:17:28,['brie_carre_s'],1,23.65
8318,2016-05-19 19:17:28,['sicilian_s'],1,12.25
8319,2016-05-19 19:17:28,['ckn_pesto_l'],1,20.75
8320,2016-05-19 19:17:28,"['bbq_ckn_m', 'big_meat_s']",2,28.75
8321,2016-05-19 21:49:28,"['bbq_ckn_m', 'prsc_argla_m']",2,33.25
8322,2016-05-20 11:19:00,['pepperoni_s'],1,9.75
8323,2016-05-20 11:30:28,['southw_ckn_m'],1,16.75
8324,2016-05-20 00:00:00,"['classic_dlx_l', 'napolitana_m']",2,36.5
8325,2016-05-20 12:02:00,"['ital_veggie_m', 'sicilian_m']",2,33.0
8326,2016-05-20 00:00:00,['peppr_salami_l'],1,20.75
8327,2016-05-20 12:16:15,"['big_meat_s', 'cali_ckn_l', 'hawaiian_m', 'sicilian_m']",4,62.25
8328,2016-05-20 12:19:17,"['classic_dlx_l', 'ital_supr_m', 'pepperoni_l', 'veggie_veg_s']",4,64.25
8329,2016-05-20 12:23:00,"['ckn_pesto_s', 'hawaiian_l', 'hawaiian_l', 'southw_ckn_l']",4,66.5
8330,2016-05-20 12:23:00,"['southw_ckn_l', 'green_garden_s', 'green_garden_s', 'hawaiian_l', 'hawaiian_l', 'hawaiian_l', 'hawaiian_l', 'mexicana_l', 'pepperoni_m', 'pepperoni_s', 'peppr_salami_l', 'prsc_argla_l', 'sicilian_l', 'southw_ckn_l']",14,235.75
8331,2016-05-20 12:35:36,"['four_cheese_l', 'four_cheese_l']",2,35.9
8332,2016-05-20 12:52:14,['four_cheese_l'],1,17.95
8333,2016-05-20 12:52:14,"['classic_dlx_m', 'classic_dlx_s', 'four_cheese_l', 'spinach_supr_s']",4,58.45
8334,2016-05-20 13:34:57,['spinach_supr_s'],1,12.5
8335,2016-05-20 13:34:57,['hawaiian_l'],1,16.5
8336,2016-05-20 13:34:57,['calabrese_m'],1,16.25
8337,2016-05-20 13:34:57,['calabrese_m'],1,16.25
8338,2016-05-20 13:57:46,['four_cheese_m'],1,14.75
8339,2016-05-20 13:57:46,['four_cheese_m'],1,14.75
8340,2016-05-20 13:57:46,"['bbq_ckn_l', 'classic_dlx_m', 'green_garden_m', 'hawaiian_l', 'ital_cpcllo_m', 'ital_supr_l', 'spin_pesto_s', 'spin_pesto_s', 'the_greek_xl', 'the_greek_xl']",10,182.0
8341,2016-05-20 13:57:46,['spinach_fet_s'],1,12.0
8342,2016-05-20 13:57:46,['peppr_salami_l'],1,20.75
8343,2016-05-20 13:57:46,['hawaiian_l'],1,16.5
8344,2016-05-20 00:00:00,['pepperoni_m'],1,12.5
8345,2016-05-20 00:00:00,"['five_cheese_l', 'soppressata_m']",2,35.0
8346,2016-05-20 00:00:00,['spinach_fet_s'],1,12.0
8347,2016-05-20 00:00:00,"['spinach_fet_s', 'pep_msh_pep_s', 'spicy_ital_l', 'spinach_fet_l']",4,64.0
8348,2016-05-20 00:00:00,['spinach_fet_l'],1,20.25
8349,2016-05-20 00:00:00,['thai_ckn_l'],1,20.75
8350,2016-05-20 00:00:00,"['four_cheese_m', 'spicy_ital_l', 'the_greek_xl']",3,61.0
8351,2016-05-20 15:42:23,"['classic_dlx_s', 'ital_veggie_m', 'mexicana_l']",3,49.0
8352,2016-05-20 15:42:33,['spicy_ital_s'],1,12.5
8353,2016-05-20 15:42:33,"['spicy_ital_s', 'napolitana_m', 'peppr_salami_l']",3,49.25
8354,2016-05-20 16:04:49,"['pepperoni_m', 'pepperoni_m']",2,25.0
8355,2016-05-20 16:17:04,"['hawaiian_l', 'spicy_ital_m']",2,33.0
8356,2016-05-20 00:00:00,"['spicy_ital_m', 'spicy_ital_l']",2,37.25
8357,2016-05-20 00:00:00,['sicilian_l'],1,20.25
8358,2016-05-20 17:11:48,"['hawaiian_s', 'soppressata_m', 'soppressata_m']",3,43.5
8359,2016-05-20 17:11:48,"['cali_ckn_m', 'ckn_pesto_s', 'veggie_veg_m']",3,45.5
8360,2016-05-20 17:11:48,['veggie_veg_m'],1,16.0
8361,2016-05-20 00:00:00,"['prsc_argla_l', 'the_greek_m']",2,36.75
8362,2016-05-20 17:40:48,"['ckn_alfredo_m', 'pepperoni_m', 'spin_pesto_s']",3,41.75
8363,2016-05-20 17:40:48,"['napolitana_s', 'southw_ckn_m']",2,28.75
8364,2016-05-20 00:00:00,"['cali_ckn_m', 'cali_ckn_m']",2,33.5
8365,2016-05-20 00:00:00,"['bbq_ckn_l', 'cali_ckn_l']",2,41.5
8366,2016-05-20 00:00:00,"['cali_ckn_m', 'four_cheese_m', 'ital_cpcllo_l', 'spin_pesto_s']",4,64.5
8367,2016-05-20 00:00:00,"['bbq_ckn_l', 'four_cheese_m', 'the_greek_xl']",3,61.0
8368,2016-05-20 18:33:39,['hawaiian_m'],1,13.25
8369,2016-05-20 18:33:39,['mediterraneo_l'],1,20.25
8370,2016-05-20 18:45:36,['calabrese_m'],1,16.25
8371,2016-05-20 18:45:36,['calabrese_m'],1,16.25
8372,2016-05-20 18:45:36,"['calabrese_m', 'classic_dlx_s', 'veggie_veg_s']",3,40.25
8373,2016-05-20 18:45:36,"['bbq_ckn_m', 'five_cheese_l', 'thai_ckn_l']",3,56.0
8374,2016-05-20 18:45:36,['brie_carre_s'],1,23.65
8375,2016-05-20 18:45:36,"['mexicana_l', 'mexicana_l']",2,40.5
8376,2016-05-20 18:45:36,['peppr_salami_m'],1,16.5
8377,2016-05-20 00:00:00,['spinach_fet_l'],1,20.25
8378,2016-05-20 00:00:00,"['five_cheese_l', 'mediterraneo_l', 'mediterraneo_l', 'mexicana_l', 'mexicana_l']",5,99.5
8379,2016-05-20 00:00:00,['four_cheese_l'],1,17.95
8380,2016-05-20 00:00:00,"['bbq_ckn_l', 'classic_dlx_l', 'pepperoni_s']",3,51.0
8381,2016-05-20 00:00:00,['spinach_supr_s'],1,12.5
8382,2016-05-20 00:00:00,"['cali_ckn_m', 'ckn_alfredo_m', 'hawaiian_l', 'spin_pesto_l']",4,70.75
8383,2016-05-20 00:00:00,['veggie_veg_l'],1,20.25
8384,2016-05-20 00:00:00,['green_garden_s'],1,12.0
8385,2016-05-20 00:00:00,['calabrese_m'],1,16.25
8386,2016-05-21 11:31:00,['mexicana_l'],1,20.25
8387,2016-05-21 11:48:48,['calabrese_l'],1,20.25
8388,2016-05-21 12:12:43,"['brie_carre_s', 'five_cheese_l', 'five_cheese_l', 'five_cheese_l']",4,79.15
8389,2016-05-21 12:12:43,['five_cheese_l'],1,18.5
8390,2016-05-21 12:28:46,['pep_msh_pep_s'],1,11.0
8391,2016-05-21 12:34:00,"['spicy_ital_l', 'spinach_fet_m', 'thai_ckn_l']",3,57.5
8392,2016-05-21 12:37:25,"['bbq_ckn_l', 'cali_ckn_l', 'ital_cpcllo_l', 'ital_supr_l', 'ital_supr_m', 'ital_supr_s', 'prsc_argla_s', 'southw_ckn_l', 'southw_ckn_l']",9,165.75
8393,2016-05-21 12:37:25,['peppr_salami_l'],1,20.75
8394,2016-05-21 12:37:25,['hawaiian_s'],1,10.5
8395,2016-05-21 12:37:25,['green_garden_s'],1,12.0
8396,2016-05-21 12:37:25,['ital_cpcllo_m'],1,16.0
8397,2016-05-21 12:37:25,"['bbq_ckn_l', 'bbq_ckn_l']",2,41.5
8398,2016-05-21 12:37:25,['ckn_alfredo_m'],1,16.75
8399,2016-05-21 12:37:25,"['ckn_alfredo_m', 'ital_supr_m']",2,33.25
8400,2016-05-21 12:37:25,['napolitana_l'],1,20.5
8401,2016-05-21 12:37:25,['calabrese_m'],1,16.25
8402,2016-05-21 13:31:38,['veggie_veg_l'],1,20.25
8403,2016-05-21 13:31:38,"['bbq_ckn_m', 'pepperoni_s']",2,26.5
8404,2016-05-21 13:31:38,['peppr_salami_l'],1,20.75
8405,2016-05-21 13:31:38,"['big_meat_s', 'classic_dlx_m']",2,28.0
8406,2016-05-21 13:31:38,"['mediterraneo_s', 'pep_msh_pep_m']",2,26.5
8407,2016-05-21 13:31:38,['veggie_veg_m'],1,16.0
8408,2016-05-21 13:31:38,['veggie_veg_m'],1,16.0
8409,2016-05-21 13:31:38,"['big_meat_s', 'brie_carre_s', 'spinach_supr_m']",3,52.15
8410,2016-05-21 00:00:00,"['pep_msh_pep_m', 'spinach_fet_l', 'spinach_supr_l']",3,55.5
8411,2016-05-21 00:00:00,"['bbq_ckn_l', 'bbq_ckn_l', 'thai_ckn_m']",3,58.25
8412,2016-05-21 00:00:00,"['four_cheese_l', 'four_cheese_l', 'sicilian_s', 'southw_ckn_l']",4,68.9
8413,2016-05-21 00:00:00,"['five_cheese_l', 'green_garden_s', 'ital_supr_l', 'southw_ckn_l']",4,72.0
8414,2016-05-21 00:00:00,"['cali_ckn_m', 'ital_veggie_s']",2,29.5
8415,2016-05-21 00:00:00,['spicy_ital_l'],1,20.75
8416,2016-05-21 17:12:56,"['pep_msh_pep_s', 'pep_msh_pep_s']",2,22.0
8417,2016-05-21 17:12:56,"['pep_msh_pep_s', 'spinach_supr_l']",2,31.75
8418,2016-05-21 17:16:11,['cali_ckn_m'],1,16.75
8419,2016-05-21 17:16:11,"['big_meat_s', 'big_meat_s', 'big_meat_s', 'veggie_veg_s']",4,48.0
8420,2016-05-21 17:19:26,"['hawaiian_l', 'pep_msh_pep_s', 'spicy_ital_l']",3,48.25
8421,2016-05-21 17:36:58,['ital_veggie_l'],1,21.0
8422,2016-05-21 17:36:58,"['sicilian_m', 'sicilian_m']",2,32.5
8423,2016-05-21 17:36:58,"['classic_dlx_m', 'pep_msh_pep_m', 'peppr_salami_m']",3,47.0
8424,2016-05-21 17:36:58,"['bbq_ckn_m', 'mediterraneo_m', 'mediterraneo_m', 'peppr_salami_s']",4,61.25
8425,2016-05-21 00:00:00,['spicy_ital_l'],1,20.75
8426,2016-05-21 18:12:35,"['calabrese_m', 'four_cheese_m']",2,31.0
8427,2016-05-21 00:00:00,['four_cheese_m'],1,14.75
8428,2016-05-21 00:00:00,['southw_ckn_l'],1,20.75
8429,2016-05-21 00:00:00,['mexicana_l'],1,20.25
8430,2016-05-21 00:00:00,['bbq_ckn_l'],1,20.75
8431,2016-05-21 00:00:00,"['cali_ckn_l', 'sicilian_s', 'thai_ckn_m', 'thai_ckn_s']",4,62.5
8432,2016-05-21 19:13:07,"['bbq_ckn_s', 'mexicana_m']",2,28.75
8433,2016-05-21 19:13:07,"['mexicana_m', 'classic_dlx_m', 'pep_msh_pep_s']",3,43.0
8434,2016-05-21 19:13:07,"['mexicana_m', 'sicilian_s']",2,28.25
8435,2016-05-21 19:47:53,"['ital_cpcllo_s', 'ital_supr_s']",2,24.5
8436,2016-05-21 19:53:53,['pepperoni_s'],1,9.75
8437,2016-05-21 19:53:53,"['mediterraneo_s', 'mediterraneo_s', 'pepperoni_l', 'spinach_fet_l']",4,59.5
8438,2016-05-21 20:23:11,"['calabrese_m', 'pepperoni_m', 'spicy_ital_l', 'spinach_fet_m']",4,65.5
8439,2016-05-21 20:23:11,"['spinach_fet_m', 'four_cheese_l']",2,33.95
8440,2016-05-21 20:23:11,"['calabrese_m', 'southw_ckn_l']",2,37.0
8441,2016-05-21 20:23:11,"['brie_carre_s', 'ital_supr_m', 'spicy_ital_l', 'the_greek_xl']",4,86.4
8442,2016-05-21 21:16:10,['cali_ckn_l'],1,20.75
8443,2016-05-21 21:16:10,"['cali_ckn_l', 'ital_cpcllo_s']",2,32.75
8444,2016-05-22 21:16:10,['thai_ckn_s'],1,12.75
8445,2016-05-22 21:16:10,['ital_cpcllo_m'],1,16.0
8446,2016-05-22 12:01:00,['pepperoni_l'],1,15.25
8447,2016-05-22 12:01:00,"['ital_supr_m', 'southw_ckn_l']",2,37.25
8448,2016-05-22 12:01:00,['pep_msh_pep_s'],1,11.0
8449,2016-05-22 12:01:00,"['ckn_pesto_l', 'ital_supr_m', 'thai_ckn_l']",3,58.0
8450,2016-05-22 12:01:00,['four_cheese_l'],1,17.95
8451,2016-05-22 12:01:00,"['classic_dlx_l', 'pep_msh_pep_m']",2,35.0
8452,2016-05-22 12:39:30,"['bbq_ckn_s', 'cali_ckn_m', 'classic_dlx_m', 'pep_msh_pep_l', 'pepperoni_m', 'spicy_ital_l', 'spinach_fet_l', 'spinach_supr_l']",8,137.25
8453,2016-05-22 12:39:30,['pepperoni_m'],1,12.5
8454,2016-05-22 12:50:41,"['classic_dlx_m', 'five_cheese_l', 'mediterraneo_l']",3,54.75
8455,2016-05-22 12:50:41,['spicy_ital_s'],1,12.5
8456,2016-05-22 13:23:59,['hawaiian_s'],1,10.5
8457,2016-05-22 13:23:59,['cali_ckn_m'],1,16.75
8458,2016-05-22 13:23:59,['cali_ckn_m'],1,16.75
8459,2016-05-22 13:23:59,"['big_meat_s', 'calabrese_m', 'classic_dlx_m', 'green_garden_l', 'pepperoni_l', 'pepperoni_l', 'pepperoni_m', 'peppr_salami_l', 'sicilian_m', 'southw_ckn_l', 'southw_ckn_l', 'spicy_ital_s', 'spinach_fet_l', 'spinach_supr_s', 'thai_ckn_l']",15,252.0
8460,2016-05-22 13:23:59,['spicy_ital_s'],1,12.5
8461,2016-05-22 00:00:00,['four_cheese_l'],1,17.95
8462,2016-05-22 00:00:00,['bbq_ckn_l'],1,20.75
8463,2016-05-22 00:00:00,"['bbq_ckn_l', 'spinach_fet_l', 'spinach_supr_s', 'veggie_veg_m']",4,69.5
8464,2016-05-22 00:00:00,['veggie_veg_m'],1,16.0
8465,2016-05-22 00:00:00,"['cali_ckn_m', 'spicy_ital_l']",2,37.5
8466,2016-05-22 16:14:53,['spicy_ital_m'],1,16.5
8467,2016-05-22 16:14:53,['big_meat_s'],1,12.0
